,obsHistID,filter,expMJD,fieldID,fieldRA,fieldDec,fiveSigmaDepth
0,127633,g,59753.208268,1000,5.718053,-0.674641,24.241311
1,127670,g,59753.225609,1000,5.718053,-0.674641,24.160844
2,136947,z,59769.276675,1000,5.718053,-0.674641,23.21587
3,136993,z,59769.299544,1000,5.718053,-0.674641,23.36435
4,137990,y,59770.268672,1000,5.718053,-0.674641,21.767917
5,141215,y,59773.276647,1000,5.718053,-0.674641,21.812779
6,141222,y,59773.279951,1000,5.718053,-0.674641,21.839962
7,141392,y,59773.357515,1000,5.718053,-0.674641,21.876416
8,145484,y,59777.305047,1000,5.718053,-0.674641,21.064121
9,145487,y,59777.317169,1000,5.718053,-0.674641,21.145411
10,145520,y,59777.332157,1000,5.718053,-0.674641,21.072341
11,145538,y,59777.340344,1000,5.718053,-0.674641,21.073982
12,145756,y,59777.438488,1000,5.718053,-0.674641,21.237192
13,146825,y,59778.441222,1000,5.718053,-0.674641,20.909705
14,147453,z,59779.248287,1000,5.718053,-0.674641,22.534023
15,147489,z,59779.265844,1000,5.718053,-0.674641,22.527325
16,159085,u,59791.108313,1000,5.718053,-0.674641,23.049245
17,159985,r,59793.117837,1000,5.718053,-0.674641,23.857941
18,160024,r,59793.1384,1000,5.718053,-0.674641,24.091621
19,160178,i,59793.255909,1000,5.718053,-0.674641,23.492241
20,160228,i,59793.282932,1000,5.718053,-0.674641,23.431922
21,165456,z,59801.193545,1000,5.718053,-0.674641,22.185541
22,165490,z,59801.209276,1000,5.718053,-0.674641,22.068655
23,169363,y,59805.135807,1000,5.718053,-0.674641,21.98615
24,172142,g,59808.070087,1000,5.718053,-0.674641,24.651557
25,172175,g,59808.08544,1000,5.718053,-0.674641,24.763804
26,173301,r,59809.187077,1000,5.718053,-0.674641,24.473231
27,173343,r,59809.207529,1000,5.718053,-0.674641,24.476627
28,176998,i,59813.162779,1000,5.718053,-0.674641,23.812015
29,177040,i,59813.182313,1000,5.718053,-0.674641,23.818409
30,178501,u,59818.043509,1000,5.718053,-0.674641,23.204968
31,181716,r,59821.199242,1000,5.718053,-0.674641,24.430987
32,181765,r,59821.224506,1000,5.718053,-0.674641,24.467402
33,184579,i,59824.219938,1000,5.718053,-0.674641,23.683771
34,184624,i,59824.242865,1000,5.718053,-0.674641,23.852036
35,185076,z,59825.01714,1000,5.718053,-0.674641,22.943985
36,185103,z,59825.029388,1000,5.718053,-0.674641,22.711492
37,187047,z,59827.053598,1000,5.718053,-0.674641,22.581675
38,187085,z,59827.071755,1000,5.718053,-0.674641,22.587745
39,189752,r,59835.005203,1000,5.718053,-0.674641,24.473766
40,189785,r,59835.02011,1000,5.718053,-0.674641,24.173047
41,196039,i,59843.010977,1000,5.718053,-0.674641,23.953548
42,196069,i,59843.024586,1000,5.718053,-0.674641,23.845983
43,200548,u,59851.125039,1000,5.718053,-0.674641,23.337664
44,201150,y,59852.985053,1000,5.718053,-0.674641,21.534816
45,206661,y,59860.049891,1000,5.718053,-0.674641,21.75529
46,206686,y,59860.061782,1000,5.718053,-0.674641,21.666861
47,206706,y,59860.071114,1000,5.718053,-0.674641,21.798349
48,209387,z,59863.113173,1000,5.718053,-0.674641,22.78979
49,209419,z,59863.128519,1000,5.718053,-0.674641,22.726735
50,210280,i,59864.143153,1000,5.718053,-0.674641,23.184935
51,213437,r,59869.102934,1000,5.718053,-0.674641,24.477389
52,213471,r,59869.120981,1000,5.718053,-0.674641,24.383183
53,224540,i,59883.0581,1000,5.718053,-0.674641,23.889503
54,224586,i,59883.080857,1000,5.718053,-0.674641,23.794943
55,235821,u,59905.081268,1000,5.718053,-0.674641,22.86838
56,245856,z,59919.039165,1000,5.718053,-0.674641,21.918729
57,245904,z,59919.061256,1000,5.718053,-0.674641,22.17375
58,333428,z,60042.408815,1000,5.718053,-0.674641,21.943087
59,340169,i,60052.385881,1000,5.718053,-0.674641,23.62855
60,340200,i,60052.400663,1000,5.718053,-0.674641,23.695654
61,342575,g,60055.383542,1000,5.718053,-0.674641,24.676993
62,342627,g,60055.407635,1000,5.718053,-0.674641,22.89161
63,346475,i,60059.362828,1000,5.718053,-0.674641,23.450838
64,346498,i,60059.373768,1000,5.718053,-0.674641,23.531777
65,354340,z,60067.378251,1000,5.718053,-0.674641,22.742747
66,354371,z,60067.392765,1000,5.718053,-0.674641,23.077223
67,355435,y,60068.403609,1000,5.718053,-0.674641,21.269355
68,356337,z,60069.343747,1000,5.718053,-0.674641,22.272232
69,356369,z,60069.358321,1000,5.718053,-0.674641,22.287354
70,357371,z,60070.352077,1000,5.718053,-0.674641,22.428182
71,357398,z,60070.364344,1000,5.718053,-0.674641,22.514917
72,357413,z,60070.371075,1000,5.718053,-0.674641,22.553235
73,357447,z,60070.387207,1000,5.718053,-0.674641,22.709897
74,363544,r,60082.375972,1000,5.718053,-0.674641,24.410076
75,363575,r,60082.390064,1000,5.718053,-0.674641,24.459878
76,364401,r,60083.291643,1000,5.718053,-0.674641,24.162938
77,364423,r,60083.301615,1000,5.718053,-0.674641,24.049206
78,365781,r,60085.310925,1000,5.718053,-0.674641,24.161648
79,365816,r,60085.32918,1000,5.718053,-0.674641,24.396394
80,369408,y,60095.297498,1000,5.718053,-0.674641,21.464203
81,369521,i,60095.351709,1000,5.718053,-0.674641,23.087019
82,369558,i,60095.368523,1000,5.718053,-0.674641,23.576278
83,370420,y,60096.267991,1000,5.718053,-0.674641,21.371076
84,370422,y,60096.268886,1000,5.718053,-0.674641,21.394108
85,376338,u,60118.221938,1000,5.718053,-0.674641,23.071815
86,377990,g,60120.249536,1000,5.718053,-0.674641,24.475397
87,378021,g,60120.263831,1000,5.718053,-0.674641,24.29133
88,382055,y,60124.180728,1000,5.718053,-0.674641,21.174055
89,382059,y,60124.182514,1000,5.718053,-0.674641,21.100238
90,382070,y,60124.187615,1000,5.718053,-0.674641,21.071818
91,382081,y,60124.192536,1000,5.718053,-0.674641,21.250422
92,383142,z,60125.1982,1000,5.718053,-0.674641,22.609351
93,383165,z,60125.208519,1000,5.718053,-0.674641,22.555365
94,384173,z,60126.185175,1000,5.718053,-0.674641,22.387744
95,384216,z,60126.205101,1000,5.718053,-0.674641,22.252817
96,391650,i,60133.428596,1000,5.718053,-0.674641,21.771699
97,393187,i,60138.167579,1000,5.718053,-0.674641,23.159204
98,393216,i,60138.180694,1000,5.718053,-0.674641,23.203256
99,394816,u,60140.17864,1000,5.718053,-0.674641,23.340503
100,396805,i,60142.150578,1000,5.718053,-0.674641,23.083959
101,396841,i,60142.168021,1000,5.718053,-0.674641,23.272779
102,398845,g,60144.1433,1000,5.718053,-0.674641,24.264526
103,398889,g,60144.166209,1000,5.718053,-0.674641,24.525602
104,399845,u,60145.136787,1000,5.718053,-0.674641,23.092407
105,401245,r,60147.211358,1000,5.718053,-0.674641,24.235122
106,401291,r,60147.234016,1000,5.718053,-0.674641,24.482606
107,408591,z,60160.184777,1000,5.718053,-0.674641,22.421018
108,408625,z,60160.2002,1000,5.718053,-0.674641,22.54259
109,412392,r,60164.09196,1000,5.718053,-0.674641,24.174776
110,412432,r,60164.112969,1000,5.718053,-0.674641,23.94993
111,415399,i,60168.118996,1000,5.718053,-0.674641,23.952819
112,416237,r,60169.054745,1000,5.718053,-0.674641,24.148611
113,416265,r,60169.067547,1000,5.718053,-0.674641,23.970276
114,416281,r,60169.075724,1000,5.718053,-0.674641,23.995363
115,416306,r,60169.087688,1000,5.718053,-0.674641,24.263684
116,417490,u,60176.07604,1000,5.718053,-0.674641,23.070896
117,427952,i,60193.053428,1000,5.718053,-0.674641,23.766958
118,427996,i,60193.077298,1000,5.718053,-0.674641,23.899921
119,429650,g,60196.034582,1000,5.718053,-0.674641,24.415489
120,429681,g,60196.049507,1000,5.718053,-0.674641,24.607224
121,430475,y,60196.996337,1000,5.718053,-0.674641,21.075959
122,434332,z,60201.980701,1000,5.718053,-0.674641,22.124998
123,434368,z,60201.997101,1000,5.718053,-0.674641,23.05658
124,438684,r,60209.020237,1000,5.718053,-0.674641,24.128551
125,438706,r,60209.030189,1000,5.718053,-0.674641,24.200048
126,445124,y,60217.983156,1000,5.718053,-0.674641,21.033448
127,458007,y,60241.99553,1000,5.718053,-0.674641,21.499616
128,458043,y,60242.01181,1000,5.718053,-0.674641,21.575729
129,458048,y,60242.014064,1000,5.718053,-0.674641,21.61936
130,458127,y,60242.050277,1000,5.718053,-0.674641,21.829446
131,460656,y,60245.118387,1000,5.718053,-0.674641,21.635753
132,474153,y,60272.066972,1000,5.718053,-0.674641,21.757701
133,478493,z,60278.020516,1000,5.718053,-0.674641,22.125968
134,478525,z,60278.035019,1000,5.718053,-0.674641,22.018771
135,566932,i,60416.392876,1000,5.718053,-0.674641,23.767004
136,568341,i,60419.378449,1000,5.718053,-0.674641,23.67331
137,568390,i,60419.40102,1000,5.718053,-0.674641,23.787657
138,571218,y,60423.375503,1000,5.718053,-0.674641,21.263639
139,571222,y,60423.377295,1000,5.718053,-0.674641,21.270803
140,572036,y,60425.413482,1000,5.718053,-0.674641,21.679963
141,573005,z,60426.395145,1000,5.718053,-0.674641,22.443656
142,573045,z,60426.413347,1000,5.718053,-0.674641,22.00516
143,574198,y,60428.354131,1000,5.718053,-0.674641,21.470081
144,574214,y,60428.361281,1000,5.718053,-0.674641,21.500257
145,574218,y,60428.363072,1000,5.718053,-0.674641,21.507462
